ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ,³É½»±ÊÊý
2017-07-14,'600800,Ìì½ò´Å¿¨,7.98,8.16,7.96,8.11,8.18,-0.2,-2.445,1.6004,9778013,78458818.0,4877942955.06,4875429255.06,None
2017-07-13,'600800,Ìì½ò´Å¿¨,8.18,8.25,8.02,8.09,8.07,0.11,1.3631,1.5365,9387618,76363407.0,5000197164.46,4997620464.46,None
2017-07-12,'600800,Ìì½ò´Å¿¨,8.07,8.27,7.9,8.21,8.24,-0.17,-2.0631,2.0928,12786085,102948555.0,4932957349.29,4930415299.29,None
2017-07-11,'600800,Ìì½ò´Å¿¨,8.24,8.33,8.17,8.24,8.3,-0.06,-0.7229,1.9724,12050547,99226635.0,5036873427.28,5034277827.28,None
2017-07-10,'600800,Ìì½ò´Å¿¨,8.3,8.4,8.01,8.08,8.09,0.21,2.5958,3.8339,23423300,193406095.0,5073549690.1,5070935190.1,None
2017-07-07,'600800,Ìì½ò´Å¿¨,8.09,8.16,8.03,8.04,8.08,0.01,0.1238,1.4224,8690137,70311306.0,4945182770.23,4942634420.23,None
2017-07-06,'600800,Ìì½ò´Å¿¨,8.08,8.12,8.0,8.07,8.16,-0.08,-0.9804,2.3545,14384882,115800592.0,4939070059.76,4936524859.76,None
2017-07-05,'600800,Ìì½ò´Å¿¨,8.16,8.28,7.79,7.82,7.83,0.33,4.2146,3.7796,23091781,188043515.0,4987971743.52,4985401343.52,None
2017-07-04,'600800,Ìì½ò´Å¿¨,7.83,7.89,7.74,7.82,7.79,0.04,0.5135,1.1673,7131489,55696579.0,4786252298.01,4783785848.01,None
2017-07-03,'600800,Ìì½ò´Å¿¨,7.79,7.85,7.7,7.71,7.71,0.08,1.0376,0.9176,5606104,43611465.0,4761801456.13,4759347606.13,None
2017-06-30,'600800,Ìì½ò´Å¿¨,7.71,7.75,7.63,7.73,7.78,-0.07,-0.8997,0.9256,5655076,43557671.0,4712899772.37,4710471122.37,None
2017-06-29,'600800,Ìì½ò´Å¿¨,7.78,7.84,7.68,7.71,7.71,0.07,0.9079,0.9338,5705070,44313106.0,4755688745.66,4753238045.66,None
2017-06-28,'600800,Ìì½ò´Å¿¨,7.71,7.81,7.65,7.81,7.81,-0.1,-1.2804,0.957,5846761,45070866.0,4712899772.37,4710471122.37,None
2017-06-27,'600800,Ìì½ò´Å¿¨,7.81,7.88,7.74,7.86,7.83,-0.02,-0.2554,1.066,6512727,50881369.0,4774026877.07,4771566727.07,None
2017-06-26,'600800,Ìì½ò´Å¿¨,7.83,7.84,7.72,7.77,7.75,0.08,1.0323,0.9861,6024570,46922259.0,4786252298.01,4783785848.01,None
2017-06-23,'600800,Ìì½ò´Å¿¨,7.75,7.86,7.52,7.78,7.74,0.01,0.1292,1.5886,9705551,74892228.0,4737350614.25,4734909364.25,None
2017-06-22,'600800,Ìì½ò´Å¿¨,7.74,8.09,7.71,8.09,8.1,-0.36,-4.4444,2.0346,12430815,98734052.0,4731237903.78,4728799803.78,None
2017-06-21,'600800,Ìì½ò´Å¿¨,8.1,8.22,8.02,8.18,8.18,-0.08,-0.978,1.4667,8961069,72661590.0,4951295480.7,4948743980.7,None
2017-06-20,'600800,Ìì½ò´Å¿¨,8.18,8.26,8.14,8.2,8.2,-0.02,-0.2439,1.4531,8877537,72721426.0,5000197164.46,4997620464.46,None
2017-06-19,'600800,Ìì½ò´Å¿¨,8.2,8.23,8.12,8.15,8.16,0.04,0.4902,1.5379,9395865,76738986.0,5012422585.4,5009839585.4,None
2017-06-16,'600800,Ìì½ò´Å¿¨,8.16,8.47,8.12,8.21,8.26,-0.1,-1.2107,2.7879,17032952,141013002.0,4987971743.52,4985401343.52,None
2017-06-15,'600800,Ìì½ò´Å¿¨,8.26,8.29,7.93,7.95,7.96,0.3,3.7688,3.0999,18939212,154187224.0,5049098848.22,5046496948.22,None
2017-06-14,'600800,Ìì½ò´Å¿¨,7.96,8.01,7.89,7.9,7.99,-0.03,-0.3755,1.2621,7710636,61283416.0,4865717534.12,4863210134.12,None
2017-06-13,'600800,Ìì½ò´Å¿¨,7.99,8.04,7.85,7.9,7.92,0.07,0.8838,1.1881,7258663,57845078.0,4884055665.53,4881538815.53,None
2017-06-12,'600800,Ìì½ò´Å¿¨,7.92,8.09,7.82,7.88,7.96,-0.04,-0.5025,1.6453,10052317,80337214.0,4841266692.24,4838771892.24,None
2017-06-09,'600800,Ìì½ò´Å¿¨,7.96,8.04,7.84,7.99,7.97,-0.01,-0.1255,1.6003,9777216,77692096.0,4865717534.12,4863210134.12,None
2017-06-08,'600800,Ìì½ò´Å¿¨,7.97,8.11,7.91,8.07,8.06,-0.09,-1.1166,1.8742,11450515,91540308.0,4871830244.59,4869319694.59,None
2017-06-07,'600800,Ìì½ò´Å¿¨,8.06,8.13,7.82,7.85,7.89,0.17,2.1546,2.3292,14230217,114006576.0,4926844638.82,4924305738.82,None
2017-06-06,'600800,Ìì½ò´Å¿¨,7.89,7.9,7.65,7.69,7.69,0.2,2.6008,2.0693,12642414,98934121.0,4822928560.83,4820443210.83,None
2017-06-05,'600800,Ìì½ò´Å¿¨,7.69,7.83,7.63,7.73,7.68,0.01,0.1302,1.2046,7359649,56801076.0,4700674351.43,4698252001.43,None
2017-06-02,'600800,Ìì½ò´Å¿¨,7.68,7.79,7.34,7.47,7.47,0.21,2.8112,1.6315,9968049,75260263.0,4694561640.96,4692142440.96,None
2017-06-01,'600800,Ìì½ò´Å¿¨,7.47,7.78,7.44,7.7,7.78,-0.31,-3.9846,1.4229,8693501,65854573.0,4566194721.09,4563841671.09,None
2017-05-31,'600800,Ìì½ò´Å¿¨,7.78,7.89,7.7,7.78,7.69,0.09,1.1704,1.4939,9126956,71181891.0,4755688745.66,4753238045.66,None
2017-05-26,'600800,Ìì½ò´Å¿¨,7.69,7.78,7.64,7.72,7.72,-0.03,-0.3886,1.2327,7531336,58096551.0,4700674351.43,4698252001.43,None
2017-05-25,'600800,Ìì½ò´Å¿¨,7.72,7.77,7.4,7.7,7.7,0.02,0.2597,1.7465,10670652,81476223.0,4719012482.84,4716580682.84,None
2017-05-24,'600800,Ìì½ò´Å¿¨,7.7,7.71,7.13,7.41,7.5,0.2,2.6667,1.9855,12130710,90738875.0,4706787061.9,4704361561.9,None
2017-05-23,'600800,Ìì½ò´Å¿¨,7.5,7.82,7.4,7.79,7.8,-0.3,-3.8462,1.7108,10452284,79663534.0,4584532852.5,4582170352.5,None
2017-05-22,'600800,Ìì½ò´Å¿¨,7.8,8.11,7.74,8.07,8.03,-0.23,-2.8643,1.8084,11048437,87420177.0,4767914166.6,4765457166.6,None
2017-05-19,'600800,Ìì½ò´Å¿¨,8.03,8.23,8.01,8.15,8.11,-0.08,-0.9864,1.6426,10035383,81187002.0,4908506507.41,4905977057.41,None
2017-05-18,'600800,Ìì½ò´Å¿¨,8.11,8.25,7.98,8.1,8.2,-0.09,-1.0976,2.2589,13801137,111991211.0,4957408191.17,4954853541.17,None
2017-05-17,'600800,Ìì½ò´Å¿¨,8.2,8.46,7.8,7.88,7.89,0.31,3.929,4.5913,28050869,229244842.0,5012422585.4,5009839585.4,None
2017-05-16,'600800,Ìì½ò´Å¿¨,7.89,7.94,7.4,7.49,7.5,0.39,5.2,3.4902,21323809,163357846.0,4822928560.83,4820443210.83,None
2017-05-15,'600800,Ìì½ò´Å¿¨,7.5,7.89,7.37,7.83,7.77,-0.27,-3.4749,3.5003,21385192,161268221.0,4584532852.5,4582170352.5,None
2017-05-12,'600800,Ìì½ò´Å¿¨,7.77,8.06,7.67,7.84,7.87,-0.1,-1.2706,2.9805,18209421,143412787.0,4749576035.19,4747128485.19,None
2017-05-11,'600800,Ìì½ò´Å¿¨,7.87,8.23,7.87,7.93,8.74,-0.87,-9.9542,5.7009,34830246,276570642.0,4810703139.89,4808224089.89,None
2017-05-10,'600800,Ìì½ò´Å¿¨,8.74,9.53,8.52,9.28,9.33,-0.59,-6.3237,3.1601,19306660,173825907.0,5342508950.78,5339755850.78,None
2017-05-09,'600800,Ìì½ò´Å¿¨,9.33,9.47,9.13,9.28,9.25,0.08,0.8649,2.04,12463394,116056405.0,5703158868.51,5700219918.51,None
2017-05-08,'600800,Ìì½ò´Å¿¨,9.25,9.83,9.23,9.69,9.92,-0.67,-6.754,2.4983,15263320,146452709.0,5654257184.75,5651343434.75,None
2017-05-05,'600800,Ìì½ò´Å¿¨,9.92,10.16,9.9,10.0,10.16,-0.24,-2.3622,1.7352,10601585,106052850.0,6063808786.24,6060683986.24,None
2017-05-04,'600800,Ìì½ò´Å¿¨,10.16,10.35,9.92,9.99,10.07,0.09,0.8937,1.9736,12058089,123287598.0,6210513837.52,6207313437.52,None
2017-05-03,'600800,Ìì½ò´Å¿¨,10.07,10.26,10.0,10.22,10.28,-0.21,-2.0428,1.8543,11328737,114861854.0,6155499443.29,6152327393.29,None
2017-05-02,'600800,Ìì½ò´Å¿¨,10.28,10.68,10.12,10.58,10.68,-0.4,-3.7453,3.1207,19066294,196330922.0,6283866363.16,6280628163.16,None
2017-04-28,'600800,Ìì½ò´Å¿¨,10.68,10.92,10.56,10.58,10.56,0.12,1.1364,1.7531,10710742,114959635.0,6528374781.96,6525010581.96,None
2017-04-27,'600800,Ìì½ò´Å¿¨,10.56,10.65,10.25,10.5,10.72,-0.16,-1.4925,2.2922,14004456,147363445.0,6455022256.32,6451695856.32,None
2017-04-26,'600800,Ìì½ò´Å¿¨,10.72,10.78,10.5,10.62,10.64,0.08,0.7519,1.5379,9395900,100297223.0,6552825623.84,6549448823.84,None
2017-04-25,'600800,Ìì½ò´Å¿¨,10.64,11.05,10.09,10.09,10.2,0.44,4.3137,3.6647,22389860,239444713.0,6503923940.08,6500572340.08,None
2017-04-24,'600800,Ìì½ò´Å¿¨,10.2,10.49,10.19,10.4,10.52,-0.32,-3.0418,2.1045,12857454,132839746.0,6234964679.4,6231751679.4,None
2017-04-21,'600800,Ìì½ò´Å¿¨,10.52,10.68,9.59,9.78,9.88,0.64,6.4777,4.618,28214202,286341733.0,6430571414.44,6427257614.44,None
2017-04-20,'600800,Ìì½ò´Å¿¨,9.88,10.76,9.57,10.6,10.63,-0.75,-7.0555,5.2309,31958561,320718018.0,6039357944.36,6036245744.36,None
2017-04-19,'600800,Ìì½ò´Å¿¨,10.63,11.13,10.45,11.0,11.14,-0.51,-4.5781,3.7406,22853202,246090092.0,6497811229.61,6494462779.61,None
2017-04-18,'600800,Ìì½ò´Å¿¨,11.14,11.63,11.11,11.4,11.52,-0.38,-3.2986,2.478,15139756,172176583.0,6809559463.58,6806050363.58,None
2017-04-17,'600800,Ìì½ò´Å¿¨,11.52,11.73,11.11,11.49,11.45,0.07,0.6114,2.498,15261696,174871519.0,7041842461.44,7038213661.44,None
2017-04-14,'600800,Ìì½ò´Å¿¨,11.45,11.68,11.4,11.62,11.74,-0.29,-2.4702,2.3315,14244500,163535927.0,6999053488.15,6995446738.15,None
2017-04-13,'600800,Ìì½ò´Å¿¨,11.74,11.78,11.26,11.3,11.45,0.29,2.5328,2.9635,18105397,210704461.0,7176322091.78,7172623991.78,None
2017-04-12,'600800,Ìì½ò´Å¿¨,11.45,12.05,11.44,12.05,12.06,-0.61,-5.058,4.5577,27845640,325461492.0,6999053488.15,6995446738.15,None
2017-04-11,'600800,Ìì½ò´Å¿¨,12.06,12.24,11.8,12.01,12.13,-0.07,-0.5771,5.3673,32791550,394238981.0,7371928826.82,7368129926.82,None
2017-04-10,'600800,Ìì½ò´Å¿¨,12.13,12.26,11.79,11.81,11.91,0.22,1.8472,5.9885,36587168,441596680.0,7414717800.11,7410896850.11,None
2017-04-07,'600800,Ìì½ò´Å¿¨,11.91,12.09,11.77,11.99,12.17,-0.26,-2.1364,5.3825,32884798,391795126.0,7280238169.77,7276486519.77,None
2017-04-06,'600800,Ìì½ò´Å¿¨,12.17,12.48,11.25,11.32,11.39,0.78,6.8481,7.7628,47427009,561710555.0,7439168641.99,7435335091.99,None
2017-04-05,'600800,Ìì½ò´Å¿¨,11.39,11.57,11.28,11.4,11.08,0.31,2.7978,3.9489,24126331,275539045.0,6962377225.33,6958789375.33,None
2017-03-31,'600800,Ìì½ò´Å¿¨,11.08,11.28,11.0,11.19,11.17,-0.09,-0.8057,2.6783,16363031,182232443.0,6772883200.76,6769393000.76,None
2017-03-30,'600800,Ìì½ò´Å¿¨,11.17,11.64,10.9,11.48,11.52,-0.35,-3.0382,5.1712,31593763,354737286.0,6827897594.99,6824379044.99,None
2017-03-29,'600800,Ìì½ò´Å¿¨,11.52,11.86,11.23,11.41,11.52,0.0,0.0,5.1716,31596041,365150968.0,7041842461.44,7038213661.44,None
2017-03-28,'600800,Ìì½ò´Å¿¨,11.52,12.1,11.32,12.1,12.3,-0.78,-6.3415,10.2198,62438285,732314190.0,7041842461.44,7038213661.44,None
2017-03-27,'600800,Ìì½ò´Å¿¨,12.3,12.45,12.01,12.19,12.19,0.11,0.9024,5.0122,30622249,374161189.0,7518633878.1,7514759378.1,None
2017-03-24,'600800,Ìì½ò´Å¿¨,12.19,12.65,12.03,12.09,12.11,0.08,0.6606,9.4594,57792489,713753353.0,7451394062.93,7447554212.93,None
2017-03-23,'600800,Ìì½ò´Å¿¨,12.11,12.24,11.7,11.93,12.01,0.1,0.8326,6.6351,40537475,485230399.0,7402492379.17,7398677729.17,None
2017-03-22,'600800,Ìì½ò´Å¿¨,12.01,12.38,11.25,11.3,11.39,0.62,5.4434,8.7895,53700211,640448633.0,7341365274.47,7337582124.47,None
2017-03-21,'600800,Ìì½ò´Å¿¨,11.39,11.64,11.23,11.47,11.48,-0.09,-0.784,3.2167,19652752,224551907.0,6962377225.33,6958789375.33,None
2017-03-20,'600800,Ìì½ò´Å¿¨,11.48,11.91,11.16,11.68,11.8,-0.32,-2.7119,5.3854,32902264,380363036.0,7017391619.56,7013775419.56,None
2017-03-17,'600800,Ìì½ò´Å¿¨,11.8,12.16,11.78,12.02,12.12,-0.32,-2.6403,4.0388,24675310,295545213.0,7212998354.6,7209281354.6,None
2017-03-16,'600800,Ìì½ò´Å¿¨,12.12,12.25,11.8,11.89,11.93,0.19,1.5926,5.5327,33802429,407205654.0,7408605089.64,7404787289.64,None
2017-03-15,'600800,Ìì½ò´Å¿¨,11.93,12.12,11.86,12.05,12.16,-0.23,-1.8914,4.3231,26412033,315363365.0,7292463590.71,7288705640.71,None
2017-03-14,'600800,Ìì½ò´Å¿¨,12.16,12.2,11.79,11.91,11.94,0.22,1.8425,6.3997,39099250,469311345.0,7433055931.52,7429225531.52,None
2017-03-13,'600800,Ìì½ò´Å¿¨,11.94,12.05,11.56,11.59,11.67,0.27,2.3136,5.477,33462070,397008471.0,7298576301.18,7294815201.18,None
2017-03-10,'600800,Ìì½ò´Å¿¨,11.67,11.97,11.6,11.82,11.86,-0.19,-1.602,3.998,24426151,286770401.0,7133533118.49,7129857068.49,None
2017-03-09,'600800,Ìì½ò´Å¿¨,11.86,12.09,11.5,11.51,11.61,0.25,2.1533,6.2784,38358007,454604081.0,7249674617.42,7245938717.42,None
2017-03-08,'600800,Ìì½ò´Å¿¨,11.61,11.9,11.6,11.71,11.85,-0.24,-2.0253,4.2932,26229481,308237310.0,7096856855.67,7093199705.67,None
2017-03-07,'600800,Ìì½ò´Å¿¨,11.85,11.88,11.3,11.48,11.6,0.25,2.1552,6.4053,39133748,455487423.0,7243561906.95,7239829156.95,None
2017-03-06,'600800,Ìì½ò´Å¿¨,11.6,11.79,11.43,11.43,11.49,0.11,0.9574,4.773,29160766,338443028.0,7090744145.2,7087090145.2,None
2017-03-03,'600800,Ìì½ò´Å¿¨,11.49,11.76,11.33,11.57,11.76,-0.27,-2.2959,6.2117,37950771,436542464.0,7023504330.03,7019884980.03,None
2017-03-02,'600800,Ìì½ò´Å¿¨,11.76,12.27,11.65,12.0,11.8,-0.04,-0.339,13.7415,83954739,999209731.0,7188547512.72,7184843112.72,None
2017-03-01,'600800,Ìì½ò´Å¿¨,11.8,11.8,10.45,10.6,10.73,1.07,9.972,10.5543,64482305,728177709.0,7212998354.6,7209281354.6,None
2017-02-28,'600800,Ìì½ò´Å¿¨,10.73,11.15,10.4,11.05,11.11,-0.38,-3.4203,6.4528,39423928,422524936.0,6558938334.31,6555558384.31,None
2017-02-27,'600800,Ìì½ò´Å¿¨,11.11,11.47,11.06,11.4,11.51,-0.4,-3.4752,4.6472,28392426,317850410.0,6791221332.17,6787721682.17,None
2017-02-24,'600800,Ìì½ò´Å¿¨,11.51,11.7,11.11,11.13,11.16,0.35,3.1362,6.2809,38373800,441103073.0,7035729750.97,7032104100.97,None
2017-02-23,'600800,Ìì½ò´Å¿¨,11.16,11.26,11.0,11.23,11.27,-0.11,-0.976,2.6221,16019987,177948702.0,6821784884.52,6818269484.52,None
2017-02-22,'600800,Ìì½ò´Å¿¨,11.27,11.36,11.13,11.35,11.38,-0.11,-0.9666,3.1569,19287110,216522552.0,6889024699.69,6885474649.69,None
2017-02-21,'600800,Ìì½ò´Å¿¨,11.38,11.45,11.01,11.01,11.07,0.31,2.8004,4.0942,25013515,282559977.0,6956264514.86,6952679814.86,None
2017-02-20,'600800,Ìì½ò´Å¿¨,11.07,11.18,10.83,10.83,11.0,0.07,0.6364,2.8336,17311824,191121794.0,6766770490.29,6763283440.29,None
2017-02-17,'600800,Ìì½ò´Å¿¨,11.0,11.42,10.94,11.29,11.37,-0.37,-3.2542,3.8561,23559223,262770772.0,6723981517.0,6720516517.0,None
2017-02-16,'600800,Ìì½ò´Å¿¨,11.37,11.38,11.11,11.2,11.27,0.1,0.8873,4.2006,25663658,289292130.0,6950151804.39,6946570254.39,None
2017-02-15,'600800,Ìì½ò´Å¿¨,11.27,11.35,10.7,10.77,10.89,0.38,3.4894,5.8362,35656634,394908485.0,6889024699.69,6885474649.69,None
2017-02-14,'600800,Ìì½ò´Å¿¨,10.89,11.09,10.82,11.01,11.07,-0.18,-1.626,2.4346,14874288,162562545.0,6656741701.83,6653311351.83,None
2017-02-13,'600800,Ìì½ò´Å¿¨,11.07,11.23,10.95,11.05,11.03,0.04,0.3626,3.6686,22413834,248148530.0,6766770490.29,6763283440.29,None
2017-02-10,'600800,Ìì½ò´Å¿¨,11.03,11.08,10.7,10.81,10.92,0.11,1.0073,3.9613,24201679,263729804.0,6742319648.41,6738845198.41,None
2017-02-09,'600800,Ìì½ò´Å¿¨,10.92,11.23,10.85,11.02,10.96,-0.04,-0.365,3.251,19862451,219078339.0,6675079833.24,6671640033.24,None
2017-02-08,'600800,Ìì½ò´Å¿¨,10.96,10.98,10.75,10.84,10.94,0.02,0.1828,2.7145,16584705,180269843.0,6699530675.12,6696078275.12,None
2017-02-07,'600800,Ìì½ò´Å¿¨,10.94,11.05,10.59,10.65,10.74,0.2,1.8622,4.4762,27347916,295965905.0,6687305254.18,6683859154.18,None
2017-02-06,'600800,Ìì½ò´Å¿¨,10.74,10.77,10.16,10.37,10.36,0.38,3.668,2.6746,16340577,170321642.0,6565051044.78,6561667944.78,None
2017-02-03,'600800,Ìì½ò´Å¿¨,10.36,10.6,10.18,10.58,10.57,-0.21,-1.9868,1.943,11870600,122896250.0,6332768046.92,6329504646.92,None
2017-01-26,'600800,Ìì½ò´Å¿¨,10.57,10.64,10.36,10.39,10.47,0.1,0.9551,2.2626,13823646,145601174.0,6461134966.79,6457805416.79,None
2017-01-25,'600800,Ìì½ò´Å¿¨,10.47,10.68,10.05,10.14,10.15,0.32,3.1527,4.046,24719517,257908339.0,6400007862.09,6396709812.09,None
2017-01-24,'600800,Ìì½ò´Å¿¨,10.15,10.27,10.06,10.12,10.1,0.05,0.495,1.8002,10998607,111806442.0,6204401127.05,6201203877.05,None
2017-01-23,'600800,Ìì½ò´Å¿¨,10.1,10.26,10.06,10.09,10.1,0.0,0.0,2.6684,16302719,165441038.0,6173837574.7,6170656074.7,None
2017-01-20,'600800,Ìì½ò´Å¿¨,10.1,10.26,9.75,9.78,9.78,0.32,3.272,3.3808,20655198,207375397.0,6173837574.7,6170656074.7,None
2017-01-19,'600800,Ìì½ò´Å¿¨,9.78,9.95,9.7,9.83,9.97,-0.19,-1.9057,2.3217,14184526,139264399.0,5978230839.66,5975150139.66,None
2017-01-18,'600800,Ìì½ò´Å¿¨,9.97,10.08,9.81,9.89,9.93,0.04,0.4028,2.5575,15625049,155404828.0,6094372338.59,6091231788.59,None
2017-01-17,'600800,Ìì½ò´Å¿¨,9.93,10.06,9.51,9.6,9.68,0.25,2.5826,3.8311,23406032,229882939.0,6069921496.71,6066793546.71,None
2017-01-16,'600800,Ìì½ò´Å¿¨,9.68,10.75,9.68,10.75,10.75,-1.07,-9.9535,6.7845,41450281,416836956.0,5917103734.96,5914054534.96,None
2017-01-13,'600800,Ìì½ò´Å¿¨,10.75,11.31,10.62,10.8,10.87,-0.12,-1.104,4.5458,27772542,305093991.0,6571163755.25,6567777505.25,None
2017-01-12,'600800,Ìì½ò´Å¿¨,10.87,11.05,10.65,10.81,10.76,0.11,1.0223,4.072,24878173,270972157.0,6644516280.89,6641092230.89,None
2017-01-11,'600800,Ìì½ò´Å¿¨,10.76,11.45,10.71,11.26,11.35,-0.59,-5.1982,5.8951,36016242,397407066.0,6577276465.72,6573887065.72,None
2017-01-10,'600800,Ìì½ò´Å¿¨,11.35,11.5,11.18,11.31,11.49,-0.14,-1.2185,4.8733,29773791,336948328.0,6937926383.45,6934351133.45,None
2017-01-09,'600800,Ìì½ò´Å¿¨,11.49,11.8,11.25,11.5,11.83,-0.34,-2.874,7.8549,47989977,550419443.0,7023504330.03,7019884980.03,None
2017-01-06,'600800,Ìì½ò´Å¿¨,11.83,12.39,11.09,11.09,11.26,0.57,5.0622,13.8312,84502502,989104641.0,7231336486.01,7227610036.01,None
